https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AAVE,Volume BTC
1650834000,2022-04-24 21:00:00,AAVE/BTC,0.00422629,0.00422629,0.00422629,0.00422629,0.00000000,0.0
1650830400,2022-04-24 20:00:00,AAVE/BTC,0.00422629,0.00422629,0.00422629,0.00422629,0.00000000,0.0
1650826800,2022-04-24 19:00:00,AAVE/BTC,0.00422629,0.00422629,0.00422629,0.00422629,0.00000000,0.0
1650823200,2022-04-24 18:00:00,AAVE/BTC,0.00422629,0.00422629,0.00422629,0.00422629,0.04838814,0.0002045023122006
1650819600,2022-04-24 17:00:00,AAVE/BTC,0.00421501,0.00421501,0.00421501,0.00421501,0.60000000,0.002529006
1650816000,2022-04-24 16:00:00,AAVE/BTC,0.00428531,0.00428531,0.00428531,0.00428531,0.00000000,0.0
1650812400,2022-04-24 15:00:00,AAVE/BTC,0.00428531,0.00428531,0.00428531,0.00428531,0.00000000,0.0
1650808800,2022-04-24 14:00:00,AAVE/BTC,0.00427433,0.00428531,0.00426411,0.00428531,4.80000000,0.020569487999999997
1650805200,2022-04-24 13:00:00,AAVE/BTC,0.00432298,0.00432298,0.00432298,0.00432298,0.00000000,0.0
1650801600,2022-04-24 12:00:00,AAVE/BTC,0.00432298,0.00432298,0.00432298,0.00432298,0.00000000,0.0
1650798000,2022-04-24 11:00:00,AAVE/BTC,0.00432298,0.00432298,0.00432298,0.00432298,3.00000000,0.012968939999999998
1650794400,2022-04-24 10:00:00,AAVE/BTC,0.00434779,0.00434779,0.00434779,0.00434779,0.00000000,0.0
1650790800,2022-04-24 09:00:00,AAVE/BTC,0.00434779,0.00434779,0.00434779,0.00434779,0.00000000,0.0
1650787200,2022-04-24 08:00:00,AAVE/BTC,0.00434779,0.00434779,0.00434779,0.00434779,0.00000000,0.0
1650783600,2022-04-24 07:00:00,AAVE/BTC,0.00434779,0.00434779,0.00434779,0.00434779,0.00000000,0.0
1650780000,2022-04-24 06:00:00,AAVE/BTC,0.00434779,0.00434779,0.00434779,0.00434779,0.14270000,0.000620429633
1650776400,2022-04-24 05:00:00,AAVE/BTC,0.00435637,0.00435637,0.00435298,0.00435298,34.00000000,0.14800132000000002
1650772800,2022-04-24 04:00:00,AAVE/BTC,0.00436216,0.00436216,0.00436216,0.00436216,0.00000000,0.0
1650769200,2022-04-24 03:00:00,AAVE/BTC,0.00436216,0.00436216,0.00436216,0.00436216,0.00000000,0.0
1650765600,2022-04-24 02:00:00,AAVE/BTC,0.00436216,0.00436216,0.00436216,0.00436216,5.55708008,0.024240872441772802
1650762000,2022-04-24 01:00:00,AAVE/BTC,0.00438774,0.00438774,0.00438774,0.00438774,0.00000000,0.0
1650758400,2022-04-24 00:00:00,AAVE/BTC,0.00438774,0.00438774,0.00438774,0.00438774,0.00000000,0.0
1650754800,2022-04-23 23:00:00,AAVE/BTC,0.00438774,0.00438774,0.00438774,0.00438774,0.00000000,0.0
1650751200,2022-04-23 22:00:00,AAVE/BTC,0.00438774,0.00438774,0.00438774,0.00438774,0.00000000,0.0
1650747600,2022-04-23 21:00:00,AAVE/BTC,0.00438776,0.00438776,0.00438774,0.00438774,47.26932000,0.20740548613680002
1650744000,2022-04-23 20:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650740400,2022-04-23 19:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650736800,2022-04-23 18:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650733200,2022-04-23 17:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650729600,2022-04-23 16:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650726000,2022-04-23 15:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650722400,2022-04-23 14:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650718800,2022-04-23 13:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650715200,2022-04-23 12:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650711600,2022-04-23 11:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650708000,2022-04-23 10:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650704400,2022-04-23 09:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650700800,2022-04-23 08:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650697200,2022-04-23 07:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650693600,2022-04-23 06:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650690000,2022-04-23 05:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650686400,2022-04-23 04:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650682800,2022-04-23 03:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650679200,2022-04-23 02:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650675600,2022-04-23 01:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650672000,2022-04-23 00:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
1650668400,2022-04-22 23:00:00,AAVE/BTC,0.00443471,0.00443471,0.00443471,0.00443471,0.00000000,0.0
