Date,Close/Last,Volume,Open,High,Low
06/08/2020,1705.1,151461,1686.7,1707.6,1680.7
06/05/2020,1683,267086,1720.8,1723.2,1671.7
06/04/2020,1727.4,193873,1702.8,1729,1698.9
06/03/2020,1704.8,249036,1733.7,1738.9,1690.3
06/02/2020,1734,172030,1750.3,1757,1728
06/01/2020,1750.3,142807,1749.8,1761,1737.6
05/29/2020,1736.9,1406,1718.8,1738.3,1715.1
05/28/2020,1728.3,159174,1725,1743.7,1720
05/27/2020,1726.8,156746,1724.1,1729.1,1701.6
05/26/2020,1728.2,146582,1746.3,1755.6,1721.2
05/22/2020,1734.6,6,1726.6,1726.7,1726.6
05/21/2020,1721.9,225941,1751.7,1751.7,1715.3
05/20/2020,1750.6,16,1751.6,1752.1,1745.6
05/19/2020,1745.6,181673,1734.8,1751.6,1727.2
05/18/2020,1734.4,264848,1757.5,1775.8,1729.3
05/15/2020,1753.4,719,1739.7,1751.4,1739.7
05/14/2020,1740.9,208601,1723.1,1746.5,1716
05/13/2020,1716.4,204533,1705,1726.5,1701.6
05/12/2020,1706.8,182675,1700,1716.7,1693.5
05/11/2020,1698,184455,1706,1713.8,1692.1
05/08/2020,1709.9,330,1726.2,1728.9,1703.8
05/07/2020,1725.8,233381,1686,1733.2,1683.9
05/06/2020,1688.5,196313,1714.1,1716.6,1683
05/05/2020,1710.6,179577,1711,1717.8,1695.4
05/04/2020,1713.3,146307,1711.2,1726,1700.3
05/01/2020,1694.5,337,1686.6,1701.5,1670.5
04/30/2020,1694.2,228730,1729.6,1737,1687.5
04/29/2020,1703.4,373,1710,1713.5,1702
04/28/2020,1722.2,166606,1724.4,1731.9,1704.1
04/27/2020,1723.8,142721,1745,1745.8,1720
04/24/2020,1723.5,221,1744,1744,1714.5
04/23/2020,1745.4,194495,1736.5,1764.2,1730.6
04/22/2020,1738.3,187864,1703.1,1742.4,1695.4
04/21/2020,1687.8,240743,1713.3,1718,1666.2
04/20/2020,1711.2,183636,1693,1718.4,1685
04/17/2020,1689.2,223,1715.7,1725,1684.9
04/16/2020,1731.7,199823,1743.5,1768,1722.6
04/15/2020,1740.2,181342,1758.1,1759.8,1731.6
04/14/2020,1768.9,234439,1761.5,1788.8,1747.1
04/13/2020,1744.8,696,1722,1756.8,1710.7
04/09/2020,1736.2,825,1662.7,1732.5,1662.7
04/08/2020,1684.3,121346,1678.7,1695.8,1670.7
04/07/2020,1683.7,194263,1707.1,1742.6,1672
04/06/2020,1677,1063,1629.1,1696.7,1625.9
04/03/2020,1633.7,643,1624.5,1636,1619.8
04/02/2020,1637.7,162151,1602.4,1645.6,1595.2
04/01/2020,1591.4,159377,1589.4,1612.4,1576
03/31/2020,1583.4,2694,1618.7,1621,1576
03/30/2020,1643.2,144290,1663.4,1673.6,1632
03/27/2020,1623.9,N/A,1623.9,1623.9,1623.9
03/26/2020,1660.3,134861,1642.2,1677.2,1612
03/25/2020,1634.3,104547,1665.5,1698,1609
03/24/2020,1660.2,442,1622.8,1685.5,1622.8
03/23/2020,1572.7,95848,1508.4,1574.8,1489.4
03/20/2020,1484,14,1483.5,1483.5,1483.5
03/19/2020,1479.3,306016,1487.2,1502.8,1460.1
03/18/2020,1477.9,412332,1527.6,1547,1473.3
03/17/2020,1524.9,122,1469.3,1537.7,1469.3
03/16/2020,1486.5,535860,1563.8,1574.8,1450.9
03/13/2020,1516.7,524471,1582.7,1597.9,1504
03/12/2020,1590.3,553457,1633.1,1651,1560.4
03/11/2020,1642.3,373462,1649.3,1671.8,1632.4
03/10/2020,1659.1,48,1671.6,1674.6,1643
03/09/2020,1675.7,467110,1692.6,1704.3,1658
03/06/2020,1672.4,619051,1673.1,1692.8,1642.4
03/05/2020,1666.4,154,1637.2,1672.9,1637.2
03/04/2020,1643,297251,1640.1,1654.3,1632.6
03/03/2020,1642.1,610,1594.5,1645.3,1594
03/02/2020,1592.3,537,1583.9,1608.3,1574.3
02/28/2020,1564.1,289,1640.3,1642.5,1564.8
02/27/2020,1642.5,560547,1658,1662.5,1636.7
02/26/2020,1643.1,515771,1640.8,1643.8,1640.3
02/25/2020,1650,654660,1647,1655.8,1627
02/24/2020,1676.6,655245,1674.2,1674.4,1652.8
02/21/2020,1644.6,186,1619.3,1645,1619.3
02/20/2020,1620.5,389144,1615,1626.5,1606.6
02/19/2020,1611.8,298536,1604.8,1615.9,1602.4
02/18/2020,1600,310,1587,1604.3,1579.8
02/14/2020,1582.7,68,1575.8,1582.4,1574.8
02/13/2020,1578.8,264293,1569.8,1581.7,1568.5
02/12/2020,1571.6,183410,1571.2,1573.6,1564.4
02/11/2020,1565.6,440,1570.9,1571.1,1561.9
02/10/2020,1579.5,186247,1575.8,1580.5,1571.5
02/07/2020,1568.6,431,1564.9,1571.9,1560.5
02/06/2020,1570,221612,1560,1571.9,1556
02/05/2020,1562.8,297418,1556.1,1566.2,1551.1
02/04/2020,1555.5,328192,1581.5,1584.5,1552.8
02/03/2020,1582.4,303458,1597.8,1598.5,1573.2
01/31/2020,1582.9,1095,1573.4,1589,1570
01/30/2020,1589.2,371286,1582.4,1590.7,1576.8
01/29/2020,1576,225389,1572,1583,1567.9
01/28/2020,1575.8,191039,1587.1,1588.5,1570.4
01/27/2020,1583.7,134423,1586.1,1594.7,1581.6
01/24/2020,1571.1,38,1556.3,1570.3,1556.3
01/23/2020,1571.6,65319,1564.7,1573.7,1557.5
01/22/2020,1556.7,276521,1557,1558.9,1555.2
01/21/2020,1556.4,45,1564.2,1566.2,1551
01/17/2020,1558.8,108,1554.1,1558,1553.6
01/16/2020,1550.5,253076,1556.6,1558.2,1548
01/15/2020,1554,297777,1546.8,1558.8,1546.5
01/14/2020,1544.6,323782,1548.6,1549.5,1536.4
01/13/2020,1550.6,296619,1563,1563.1,1547
01/10/2020,1557.5,16,1551.2,1558.8,1545.4
01/09/2020,1554.3,354523,1557.7,1562.4,1541
01/08/2020,1560.2,787217,1556.7,1563.8,1556.5
01/07/2020,1574.3,418145,1567.4,1579.2,1557
01/06/2020,1568.8,539023,1562.7,1590.9,1562.3
01/03/2020,1549.2,107,1530.1,1552.7,1530.1
01/02/2020,1528.1,257867,1521,1534,1519.7
12/31/2019,1519.5,301,1513.8,1523.4,1513.8
12/30/2019,1518.6,169813,1515.9,1519.1,1513.5
12/27/2019,1518.1,194736,1516.5,1519.9,1512.1
12/26/2019,1514.4,213592,1503.9,1517.4,1502.1
12/24/2019,1499.1,52,1488.7,1498.6,1488.7
12/23/2019,1488.7,155802,1482.4,1490.1,1481.2
12/20/2019,1474.7,118,1476.7,1478.1,1475.3
12/19/2019,1478.2,319,1475.9,1478.9,1473.3
12/18/2019,1478.7,190975,1480.4,1483.6,1474.3
12/17/2019,1480.6,167359,1480.6,1484.9,1478.4
12/16/2019,1480.5,160416,1480,1484.5,1477.4
12/13/2019,1475.6,468,1463.1,1475.9,1463.1
12/12/2019,1472.3,396657,1469.5,1474.9,1468.2
12/11/2019,1475,247053,1479.1,1479.9,1478.7
12/10/2019,1462.6,367,1460.7,1467.2,1460.7
12/09/2019,1464.9,163682,1464.1,1469.8,1463
12/06/2019,1459.1,899,1475,1476,1458.2
12/05/2019,1483.1,231844,1480,1485.7,1478
12/04/2019,1480.2,311909,1483.2,1489.9,1476.7
12/03/2019,1478.2,1460,1461.6,1480.4,1459.5
12/02/2019,1469.2,304242,1470.3,1471.7,1459.8
11/29/2019,1472.7,259290,1461.7,1472.9,1459.1
11/27/2019,1453.4,88164,1461.1,1461.9,1452
11/26/2019,1467.4,271754,1461.3,1470,1456.6
11/25/2019,1463.8,121238,1467.5,1468.9,1460.7
11/22/2019,1468.8,77902,1470.9,1480.3,1468.1
11/21/2019,1470.5,73979,1481.3,1482.7,1469.4
11/20/2019,1470,31,1472.6,1474.5,1467.3
11/19/2019,1473.3,18,1467.7,1474.3,1467.7
11/18/2019,1471.9,325033,1467.8,1474.4,1456.6
11/15/2019,1467.3,13,1469.1,1469.1,1469.1
11/14/2019,1473.4,312108,1464,1475.5,1461.7
11/13/2019,1463.3,335980,1463.5,1467.9,1462.8
11/12/2019,1452.1,6,1454.9,1454.9,1447.1
11/11/2019,1457.1,295394,1460,1467.4,1448.9
11/08/2019,1461.3,21,1469.1,1469.1,1461.7
11/07/2019,1464.2,581,1466.8,1473,1466.5
11/06/2019,1493.1,302400,1491.5,1495.9,1490.5
11/05/2019,1483.7,573018,1511.6,1511.9,1480.7
11/04/2019,1511.1,250475,1516.4,1517.1,1506.5
11/01/2019,1508,235,1511,1511.6,1503
10/31/2019,1514.8,375394,1498.8,1516.7,1496
10/30/2019,1493.2,320,1487.2,1495.4,1481
10/29/2019,1490.7,283038,1494,1494,1489.7
10/28/2019,1495.8,310472,1507.4,1510.8,1492.3
10/25/2019,1499.5,93,1501.4,1503.7,1499
10/24/2019,1504.7,290074,1495.1,1506.9,1490.4
10/23/2019,1495.7,235483,1491.1,1499.4,1490.7
10/22/2019,1487.5,200931,1487.5,1492.1,1484
10/21/2019,1488.1,272195,1495.6,1498.7,1484.8
10/18/2019,1488.2,82,1487.3,1489.1,1486.6
10/17/2019,1498.3,296546,1494.2,1501.1,1487
10/16/2019,1494,360083,1484.8,1495.5,1480.6
10/15/2019,1483.5,307105,1497.7,1503,1480.8
10/14/2019,1497.6,221049,1492,1501.5,1487.1
10/11/2019,1488.7,462693,1498.3,1508,1478
10/10/2019,1500.9,401849,1510.8,1522.3,1495.7
10/09/2019,1512.8,277242,1515.4,1516.5,1510.1
10/08/2019,1497.2,46,1489.4,1506.3,1489.3
10/07/2019,1504.4,252399,1497.2,1499.7,1493.3
10/04/2019,1506.2,233,1505.6,1508.7,1497.1
10/03/2019,1513.8,400130,1505.6,1525.8,1501.7
10/02/2019,1501,205,1476.6,1503.7,1474.1
10/01/2019,1489,440804,1478,1493.5,1465
09/30/2019,1472.9,424759,1501.7,1507.2,1470.5
09/27/2019,1506.4,436289,1511.8,1514.4,1493.3
09/26/2019,1515.2,367934,1510.9,1519.5,1507.1
09/25/2019,1512.3,462742,1539.8,1542.8,1507.4
09/24/2019,1532.1,25,1515.1,1533,1515.1
09/23/2019,1531.5,349589,1521.5,1534.4,1517.9
09/20/2019,1507.3,2,1503,1503,1503
09/19/2019,1506.2,281865,1502,1512.1,1496.3
09/18/2019,1515.8,352179,1509.7,1519.5,1490.7
09/17/2019,1513.4,329751,1506.5,1515,1500.9
09/16/2019,1503.1,21,1500,1500.6,1498.5
09/13/2019,1490.9,1,1486.9,1486.9,1486.9
09/12/2019,1507.4,480662,1504.9,1532.2,1496.8
09/11/2019,1503.2,296849,1493.9,1506.2,1492.9
09/10/2019,1499.2,390357,1507,1509.1,1492.1
09/09/2019,1511.1,312350,1516.4,1523.8,1505.5
09/06/2019,1506.2,54,1517.3,1526,1504.5
09/05/2019,1525.5,586738,1561.4,1561.9,1514.3
09/04/2019,1560.4,404779,1556,1566.2,1542.6
09/03/2019,1555.9,541575,1539.2,1558.9,1529.6
08/30/2019,1529.2,320657,1536.9,1541.9,1525.6
08/29/2019,1536.9,439428,1549.4,1559.8,1528.6
08/28/2019,1549.1,342556,1551.8,1556.6,1541.4
08/27/2019,1551.8,334873,1537.3,1554.5,1535.3
08/26/2019,1537.2,407500,1545.4,1565,1534.8
08/23/2019,1537.6,459203,1508.8,1540.3,1503
08/22/2019,1497.3,686,1495.1,1495.1,1493.8
08/21/2019,1515.7,238972,1518.4,1518.4,1506.5
08/20/2019,1515.7,240391,1506.3,1518.8,1503
08/19/2019,1511.6,289329,1523,1523.6,1503.3
08/16/2019,1523.6,314597,1533.9,1538.6,1513.9
08/15/2019,1531.2,428618,1526.6,1537.7,1518.3
08/14/2019,1527.8,474508,1513,1534.9,1504.5
08/13/2019,1514.1,598082,1522.3,1546.1,1488.9
08/12/2019,1517.2,338340,1509.2,1531.5,1498.6
08/09/2019,1508.5,325590,1515.9,1521.1,1506.2
08/08/2019,1509.5,385340,1512.1,1521.3,1501.6
08/07/2019,1507.3,824,1473.5,1509.9,1473.2
08/06/2019,1484.2,375937,1481.1,1486.8,1468.2
08/05/2019,1464.6,1008,1440.4,1469.7,1440.4
08/02/2019,1457.5,471109,1457.5,1461.9,1442.5
08/01/2019,1432.4,567523,1425.6,1458.2,1412.1
07/31/2019,1437.8,406886,1443.7,1447.8,1422.3
07/30/2019,1441.8,248318,1439.5,1445.7,1434.8
07/29/2019,1433.3,168447,1431.9,1440.8,1427.5
07/26/2019,1432.2,5,1422.8,1423,1422.8
07/25/2019,1427.5,112902,1439.3,1447,1423.9
07/24/2019,1436.5,65218,1431,1442.9,1429.4
07/23/2019,1421.7,380116,1426,1431.4,1414.6
07/22/2019,1426.9,247608,1428.5,1430.8,1423
07/19/2019,1426.7,509138,1448.3,1454.4,1421.1
07/18/2019,1428.1,467773,1428.5,1449.7,1415.6
07/17/2019,1421.3,6,1404.6,1404.6,1404.6
07/16/2019,1411.2,327180,1416.4,1420,1402.1
07/15/2019,1413.5,231266,1417.7,1421.6,1409.3
07/12/2019,1412.2,272092,1406.2,1418.9,1404.5
07/11/2019,1406.7,380765,1421.1,1429.4,1402.7
07/10/2019,1412.5,426438,1400,1421.1,1391.8
07/09/2019,1400.5,276008,1397.9,1402.4,1387.5
07/08/2019,1400,303906,1401,1409.9,1393.8
07/05/2019,1400.1,555564,1418.8,1426.8,1388.6
07/03/2019,1420.9,118832,1421.6,1424.4,1412.7
07/02/2019,1408,372203,1386.2,1424,1386.2
07/01/2019,1385.6,214,1386.6,1395.8,1382.8
06/28/2019,1409.7,297964,1413.3,1427.8,1408.6
06/27/2019,1412,324556,1412.7,1415.3,1401.4
06/26/2019,1411.6,84,1407.2,1413.3,1405.8
06/25/2019,1418.7,618309,1423.4,1442.9,1415.1
06/24/2019,1418.2,359931,1403.9,1425.1,1403.6
06/21/2019,1400.1,496645,1391.2,1415.4,1386.1
06/20/2019,1396.9,511767,1364.5,1397.7,1361.3
06/19/2019,1348.8,320720,1350.4,1366.6,1344.8
06/18/2019,1350.7,364839,1343.9,1358.5,1342.1
06/17/2019,1342.9,230833,1345.5,1347.1,1336.6
06/14/2019,1344.5,346086,1346.5,1362.2,1341.4
06/13/2019,1343.7,197876,1337.8,1347,1335.9
06/12/2019,1336.8,226929,1330.6,1342.3,1329.8
06/11/2019,1331.2,204179,1331.8,1333.8,1323.6
06/10/2019,1329.3,220533,1341.2,1341.7,1329
06/07/2019,1346.1,314048,1339.7,1352.7,1334.3
06/06/2019,1342.7,252464,1336.1,1344.2,1331.3
06/05/2019,1333.6,391880,1330.2,1348.9,1329.3
06/04/2019,1323.4,302,1324.3,1328.6,1320.8
06/03/2019,1327.9,347054,1312.5,1333,1310.9
05/31/2019,1311.1,322176,1293.2,1311.9,1292.5
05/30/2019,1287.1,55573,1279.4,1288.3,1273.9
05/29/2019,1286.3,194696,1284.3,1290.3,1283.8
05/28/2019,1282.5,207053,1290.5,1292.6,1280.8
05/24/2019,1289.2,23685,1289.2,1292.6,1288.9
05/23/2019,1291,71630,1278.5,1292.5,1277.5
05/22/2019,1274.2,186404,1274.4,1277.1,1272
05/21/2019,1273.2,204984,1277.7,1277.7,1269
05/20/2019,1277.3,206270,1277.6,1278.8,1273.3
05/17/2019,1275.7,255125,1287.2,1289,1274.6
05/16/2019,1286.2,256906,1297.7,1299.3,1284.2
05/15/2019,1297.8,241040,1298,1301.7,1293.6
05/14/2019,1296.3,215009,1300.8,1304.2,1294.3
05/13/2019,1301.8,362480,1288.3,1302.2,1282.4
05/10/2019,1287.4,227237,1285,1290.3,1283.9
05/09/2019,1285.2,296815,1281.9,1289.2,1280.4
05/08/2019,1281.4,288297,1285.6,1292.8,1280.2
05/07/2019,1285.6,241502,1282.4,1287.3,1279.1
05/06/2019,1283.8,240672,1281.8,1287.4,1278.1
05/03/2019,1281.3,269353,1271.6,1283.9,1269
05/02/2019,1272,273895,1278.5,1279.4,1267.3
05/01/2019,1284.2,269944,1285.2,1289.4,1274.5
04/30/2019,1282.8,114,1281.7,1283.3,1280.8
04/29/2019,1281.5,199297,1289,1289.1,1279.9
04/26/2019,1288.8,268033,1279.1,1290.9,1276
04/25/2019,1279.7,230543,1277.9,1284.8,1275.2
04/24/2019,1279.4,235966,1274.4,1280.7,1270.5
04/23/2019,1273.2,271377,1277,1278.5,1267.9
04/22/2019,1277.6,133327,1278,1281.9,1275.7
04/18/2019,1276,219695,1276.2,1279.7,1273
04/17/2019,1276.8,209965,1279.5,1282.1,1275.2
04/16/2019,1277.2,308866,1290.8,1291.7,1275.5
04/15/2019,1291.3,222209,1294,1295.2,1285.3
04/12/2019,1295.2,185177,1295.8,1299.1,1293.2
04/11/2019,1293.3,311101,1312.4,1313.1,1292.9
04/10/2019,1313.9,212949,1308.2,1314.7,1304.7
04/09/2019,1308.3,196670,1301.6,1310.4,1300.6
04/08/2019,1297.1,63,1292.2,1302.1,1291.8
04/05/2019,1295.6,227617,1296.5,1297.8,1288.3
04/04/2019,1294.3,250306,1294.4,1298.7,1284.9
04/03/2019,1295.3,186420,1296.9,1299,1292.7
04/02/2019,1295.4,190667,1292.2,1297.1,1289.5
04/01/2019,1294.2,229896,1297.2,1301.7,1291
03/29/2019,1298.5,260381,1295,1304.6,1291.3
03/28/2019,1295.3,407079,1315,1317.6,1293.3
03/27/2019,1316.9,197067,1321.7,1325.2,1313.7
03/26/2019,1321.4,119776,1328.3,1329.3,1318.5
03/25/2019,1329,83949,1319.7,1330.8,1317
03/22/2019,1318.7,78716,1315.4,1320.9,1312.8
03/21/2019,1313.6,59829,1318.6,1326.3,1309.1
03/20/2019,1300.5,2,1300.7,1300.7,1300.7
03/19/2019,1306.5,203029,1303.7,1310.8,1302.1
03/18/2019,1301.5,172561,1302,1306.7,1298
03/15/2019,1302.9,224685,1295.6,1306.3,1293.7
03/14/2019,1293.4,1,1293.4,1293.4,1293.4
03/13/2019,1309.3,204246,1301.8,1311.6,1300.6
03/12/2019,1296.3,1,1294.7,1294.7,1294.7
03/11/2019,1291.1,187305,1298.2,1299.2,1290.6
03/08/2019,1299.3,270805,1286.7,1301.3,1285.6
03/07/2019,1286.1,246103,1287.3,1289.6,1280.8
03/06/2019,1287.6,187195,1288.8,1291.8,1284.3
03/05/2019,1284.7,207640,1287.8,1290.6,1282
03/04/2019,1287.5,253631,1294.4,1298.1,1283.8
03/01/2019,1299.2,328780,1315.5,1316.5,1291.3
02/28/2019,1316.1,238804,1321.7,1328.9,1314
02/27/2019,1317.7,604,1327.7,1327.9,1316.5
02/26/2019,1328.5,179292,1329.9,1332.4,1325.5
02/25/2019,1329.5,176322,1331.9,1334.9,1327.3
02/22/2019,1332.8,236737,1325.8,1335.6,1323.8
02/21/2019,1327.8,277389,1341.7,1344.3,1323.3
02/20/2019,1347.9,235291,1343.9,1349.8,1339.8
02/19/2019,1344.8,334325,1329.2,1345,1323.8
02/15/2019,1322.1,91941,1325,1330.8,1323.8
02/14/2019,1313.9,219485,1309.6,1317.4,1304.7
02/13/2019,1310.8,143,1311.6,1316,1308.1
02/12/2019,1314,144119,1311.6,1318.3,1310
02/11/2019,1307,119,1313.4,1313.4,1304.7
02/08/2019,1318.5,131864,1314.3,1319.5,1311.5
02/07/2019,1314.2,159728,1310.9,1315.8,1306.4
02/06/2019,1314.4,133244,1319.4,1319.9,1309.6
02/05/2019,1319.2,122758,1316.8,1321,1314.8
02/04/2019,1319.3,147699,1322.6,1323.6,1312.7
02/01/2019,1322.1,192924,1326,1328.2,1320.6
01/31/2019,1325.2,215552,1325.4,1331.1,1322.2
01/30/2019,1315.5,262539,1317,1328.6,1313.5
01/29/2019,1315.2,171769,1308.5,1317.1,1307.8
01/28/2019,1309.3,122869,1308.5,1309.8,1302.7
01/25/2019,1304.2,87878,1286,1309.3,1284.8
01/24/2019,1285.9,68784,1288.3,1290,1281.5
01/23/2019,1290.2,60819,1290.8,1292.1,1284
01/22/2019,1283.4,307704,1279.1,1285,1276
01/18/2019,1282.6,100826,1280.7,1283,1276
01/17/2019,1292.3,188241,1293.9,1295,1288.3
01/16/2019,1293.8,173284,1289.6,1295.4,1287.6
01/15/2019,1288.4,229624,1292.4,1294.8,1286.5
01/14/2019,1289.1,7,1292.4,1293.9,1289.9
01/11/2019,1289.5,200393,1287.6,1295.7,1287
01/10/2019,1287.4,227942,1294.7,1298,1286.7
01/09/2019,1292,232491,1286.1,1295,1280.9
01/08/2019,1285.9,206439,1289.9,1291.4,1280.2
01/07/2019,1289.9,197176,1287,1297,1284.1
01/04/2019,1285.8,299076,1296.5,1300.4,1278.1
01/03/2019,1294.8,229532,1288.5,1296.9,1286.4
01/02/2019,1284.1,222578,1285,1291,1280.6
12/31/2018,1281.3,108913,1283,1286.5,1279.7
12/28/2018,1283,155354,1278,1284.7,1276.5
12/27/2018,1281.1,200717,1270.1,1281.6,1269.1
12/26/2018,1273,198175,1273.5,1282.3,1267.4
12/24/2018,1271.8,130455,1260.7,1273.9,1260
12/21/2018,1258.1,200024,1263.5,1266.2,1257.1
12/20/2018,1267.9,303814,1247,1270.3,1246.2
12/19/2018,1256.4,261331,1253.5,1262.2,1245.3
12/18/2018,1253.6,164361,1249.7,1254.5,1249
12/17/2018,1251.8,156508,1242.8,1252.2,1239.4
12/14/2018,1241.4,183625,1246.2,1247.3,1236.5
12/13/2018,1247.4,148496,1250.7,1251.7,1244.4
12/12/2018,1250,144462,1248.3,1252.6,1247.1
12/11/2018,1247.2,176025,1249.8,1255.1,1245.8
12/10/2018,1249.4,190957,1255.6,1256.6,1246.9
12/07/2018,1252.6,215414,1243.1,1255.8,1242.6
12/06/2018,1243.6,238860,1243,1249.9,1240
12/05/2018,1242.6,104283,1244.6,1244.8,1238.7
12/04/2018,1246.6,214514,1236.3,1247.5,1235.8
12/03/2018,1239.6,233816,1227.8,1240.4,1226.6
11/30/2018,1226,158763,1229.9,1231.1,1221.8
11/29/2018,1230.4,229628,1227.1,1234.9,1226.7
11/28/2018,1229.8,199518,1220.9,1233.8,1216.8
11/27/2018,1219.9,132694,1228.5,1231.7,1217.8
11/26/2018,1228.7,141646,1230.4,1234.5,1228
11/23/2018,1223.2,234908,1227.8,1229.7,1220.3
11/21/2018,1225.8,N/A,1225.8,1225.8,1225.8
11/20/2018,1221.2,245888,1224.6,1229.5,1220.3
11/19/2018,1225.3,189907,1222.6,1226.5,1218.5
11/16/2018,1223,237367,1214.4,1226,1213.7
11/15/2018,1215,234966,1211.8,1217,1207.1
11/14/2018,1210.1,268788,1202.8,1217.2,1198.1
11/13/2018,1199.2,5,1196.3,1201.3,1196.3
11/12/2018,1201.3,1,1201.6,1201.6,1201.6
11/09/2018,1208.6,306462,1224.3,1224.6,1207.2
11/08/2018,1225.1,229614,1227.7,1228.5,1220.8
11/07/2018,1228.7,252072,1228.9,1238.4,1224.2
11/06/2018,1226.3,188660,1233.4,1237.8,1224.9
11/05/2018,1232.3,157253,1234.5,1236.8,1228.4
11/02/2018,1233.3,249587,1235.3,1238.4,1231.3
11/01/2018,1238.6,293251,1216.6,1239.3,1216.1
10/31/2018,1215,231855,1224.7,1225,1213.4
10/30/2018,1225.3,218624,1231.9,1232.5,1221.4
10/29/2018,1227.6,225204,1236.4,1237.6,1226.1
10/26/2018,1235.8,304896,1234.7,1246,1232.5
10/25/2018,1232.4,252780,1236.6,1242,1230.5
10/24/2018,1231.1,204289,1233.8,1238,1228.3
10/23/2018,1236.8,276325,1225.1,1243,1224.5
10/22/2018,1224.6,180132,1230.5,1232.6,1222.8
10/19/2018,1228.7,188648,1228.6,1234.1,1226.2
10/18/2018,1230.1,239133,1225.5,1233.6,1221.7
10/17/2018,1227.4,228207,1228,1232.9,1223.7
10/16/2018,1231,233393,1230.5,1235.9,1226.3
10/15/2018,1226.4,136,1222.4,1232.3,1222.4
10/12/2018,1222,309392,1227.7,1228.1,1219.3
10/11/2018,1227.6,503085,1197.9,1230,1194.7
10/10/2018,1193.4,243118,1192.7,1198.6,1188.5
10/09/2018,1191.5,236941,1192.2,1195.8,1186.6
10/08/2018,1184.4,250,1201,1201,1183.7
10/05/2018,1205.6,250219,1203.7,1209.8,1200.9
10/04/2018,1201.6,280314,1201.4,1210.7,1199.6
10/03/2018,1202.9,246832,1207,1212.3,1200.4
10/02/2018,1207,350240,1192.7,1212.3,1192.2
10/01/2018,1191.7,213617,1196.1,1196.5,1188.1
09/28/2018,1196.2,300928,1186.8,1198,1184.3
09/27/2018,1182.3,4947,1194.6,1197.3,1180.5
09/26/2018,1199.1,330481,1205.5,1206.9,1194.6
09/25/2018,1205.1,192109,1203.1,1207.9,1201.3
09/24/2018,1204.4,207122,1204,1208.8,1198.6
09/21/2018,1201.3,333369,1212.1,1215.8,1196
09/20/2018,1211.3,232693,1208.8,1213.2,1205.1
09/19/2018,1202.2,N/A,1202.2,1202.2,1202.2
09/18/2018,1202.9,223080,1206.4,1208.2,1200.3
09/17/2018,1205.8,205761,1199.8,1209.7,1197.5
09/14/2018,1201.1,276004,1206.6,1213.8,1197.7
09/13/2018,1208.2,295658,1212.4,1218,1205
09/12/2018,1210.9,292275,1203.5,1213.9,1197.6
09/11/2018,1202.2,253326,1200.4,1204.8,1192.7
09/10/2018,1199.8,207244,1200.7,1203.8,1196.2
09/07/2018,1200.4,272324,1205.6,1209,1198.7
09/06/2018,1204.3,278851,1202.5,1212.7,1200.5
09/05/2018,1201.3,203575,1197.2,1204.2,1196.4
09/04/2018,1199.1,402704,1207,1209.7,1195.1
08/31/2018,1206.7,117750,1206.3,1209.7,1201.2
08/30/2018,1205,276369,1212.6,1214,1202.1
08/29/2018,1211.5,235721,1206.6,1213.7,1206.6
08/28/2018,1207.4,136,1209.7,1217,1202.3
08/27/2018,1216,205140,1214.5,1218.8,1209.3
08/24/2018,1213.3,286519,1191.6,1215.4,1189.5
08/23/2018,1194,226193,1202.8,1203.4,1190.2
08/22/2018,1203.3,227367,1203,1208.4,1199.2
08/21/2018,1200,211149,1197.3,1204.3,1194.3
08/20/2018,1194.6,199964,1190.4,1197.7,1189.6
08/17/2018,1184.2,246695,1180.7,1192,1178.5
08/16/2018,1184,353666,1183,1189,1167.1
08/15/2018,1185,364039,1201.5,1202,1180
08/14/2018,1193,92,1193.1,1197.5,1192.8
08/13/2018,1198.9,363069,1218.4,1221.4,1198.6
08/10/2018,1219,317657,1220,1224.9,1213.1
08/09/2018,1219.9,225166,1222,1225.6,1218.4
08/08/2018,1221,255706,1218.7,1223.8,1213.6
08/07/2018,1218.3,199691,1215.8,1224.3,1215.6
08/06/2018,1208.6,297,1214.4,1214.4,1206.6
08/03/2018,1223.2,272386,1216,1228.5,1212.5
08/02/2018,1210.6,411,1214.7,1219.3,1205.8
08/01/2018,1227.6,210076,1232.7,1233.7,1224.4
07/31/2018,1233.6,287649,1230.5,1237.8,1222.6
07/30/2018,1231.5,178604,1231.1,1234.1,1227.8
07/27/2018,1232.7,150903,1231.4,1236.5,1226.3
07/26/2018,1235.3,99096,1240.8,1244.6,1231.3
07/25/2018,1241,55539,1233.3,1243.4,1232.5
07/24/2018,1234.6,64451,1233.4,1238.6,1227
07/23/2018,1234.4,75122,1240.7,1244.7,1231.1
07/20/2018,1231.1,342215,1222.9,1232.4,1215.3
07/19/2018,1224,414022,1227.3,1229.6,1210.7
07/18/2018,1227.9,272126,1227,1229.1,1220.9
07/17/2018,1227.3,304251,1240.8,1245.1,1225.9
07/16/2018,1239.7,178908,1241,1245.8,1238.3
07/13/2018,1241.2,248662,1247.7,1248.5,1236.2
07/12/2018,1246.6,216104,1242.3,1248.8,1241.4
07/11/2018,1244.4,293555,1256.7,1257.3,1241.7
07/10/2018,1255.4,266748,1258.5,1261,1247.7
07/09/2018,1259.6,231724,1255.7,1266.9,1255.7
07/06/2018,1255.8,195750,1258.4,1260.2,1253.7
