Fed insterest rate,DATE,DFF,Euro exchange rates, Open, High, Low, Close,gold,Close/Last,Volume,Open,High,Low
,6/5/2017,0.91,,1.1281,1.1281,1.1235,1.1256,,1254,135738,1251.9,1255.9,1246.4
,6/6/2017,0.91,,1.1254,1.1284,1.124,1.1278,,1258.4,152043,1255.5,1263.7,1255.5
,6/7/2017,0.91,,1.1277,1.1283,1.1204,1.1257,,1248.5,226454,1258.2,1259.3,1245.4
,6/8/2017,0.91,,1.1258,1.1269,1.1196,1.1216,,1253.3,160510,1257.6,1260.9,1251.3
,6/9/2017,0.91,,1.1215,1.1238,1.1166,1.1197,,1257.3,365404,1253.9,1273.3,1252.4
,6/10/2017,0.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/11/2017,0.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/12/2017,0.91,,1.1197,1.1234,1.1193,1.1203,,1253.9,176084,1255.6,1258.9,1248.2
,6/13/2017,0.91,,1.1202,1.1225,1.1185,1.1212,,1274.2,279421,1256.8,1277.4,1254.7
,6/14/2017,0.91,,1.1211,1.1297,1.1194,1.1219,,1278.1,241437,1277.2,1289,1273.8
,6/15/2017,1.16,,1.1218,1.1231,1.1133,1.1145,,1288.5,229082,1288.3,1290.7,1283.8
,6/16/2017,1.16,,1.1144,1.1202,1.1139,1.1198,,1291.9,189444,1292.4,1297.4,1283.1
,6/17/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/18/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/19/2017,1.16,,1.1198,1.1214,1.1144,1.115,,1294.1,272618,1286.7,1294.4,1280.6
,6/20/2017,1.16,,1.1148,1.1166,1.1119,1.1136,,1283.4,251024,1291.7,1292.7,1275.4
,6/21/2017,1.16,,1.1135,1.1171,1.1127,1.117,,1283.8,237678,1282.2,1285.2,1278
,6/22/2017,1.16,,1.1167,1.1179,1.1139,1.1153,,1289.1,220990,1283.3,1290.1,1280
,6/23/2017,1.16,,1.1154,1.1211,1.1145,1.1193,,1277.5,287252,1280,1280,1266
,6/24/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/25/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/26/2017,1.16,,1.12,1.122,1.1172,1.1181,,1267.2,242791,1277.9,1279.9,1262.8
,6/27/2017,1.16,,1.1183,1.135,1.1179,1.134,,1264.2,233964,1265.5,1272.8,1260.7
,6/28/2017,1.16,,1.1339,1.139,1.1297,1.1379,,1265.9,203162,1270.2,1271.1,1261.8
,6/29/2017,1.16,,1.1378,1.1447,1.1375,1.1442,,1268.3,166210,1265.2,1269.9,1264.2
,6/30/2017,1.06,,1.1442,1.1446,1.1393,1.1426,,1255.5,197023,1269.6,1272.4,1254.9
,7/1/2017,1.06,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/2/2017,1.06,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/3/2017,1.16,,1.1426,1.1426,1.1355,1.1364,,1257,171411,1257.4,1258.8,1252.6
,7/4/2017,1.16,,1.1365,1.1379,1.1337,1.1346,,1248.5,245496,1257.8,1257.8,1236.4
,7/5/2017,1.16,,1.1347,1.1369,1.1313,1.135,,1228.6,305881,1238.5,1241.7,1225.7
,7/6/2017,1.16,,1.1353,1.1426,1.1329,1.1423,,1226.9,257019,1228.5,1236,1226.2
,7/7/2017,1.16,,1.1424,1.1441,1.138,1.1402,,1227.1,188318,1223.1,1236.9,1221
,7/8/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/9/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/10/2017,1.16,,1.1402,1.142,1.1382,1.14,,1216.1,240063,1226.6,1228.7,1214.3
,7/11/2017,1.16,,1.1401,1.1481,1.1382,1.1467,,1218.9,185804,1222.1,1225.8,1217.5
,7/12/2017,1.16,,1.1466,1.149,1.1393,1.1413,,1224.2,230075,1219.2,1227.7,1216.9
,7/13/2017,1.16,,1.1414,1.1457,1.137,1.1399,,1227.7,189500,1225,1231.6,1224.4
,7/14/2017,1.16,,1.1398,1.1474,1.1392,1.1469,,1230,182239,1228.3,1237.4,1226.8
,7/15/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/16/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/17/2017,1.16,,1.1469,1.1488,1.1435,1.1479,,1236.4,197131,1230.8,1239.1,1230
,7/18/2017,1.16,,1.148,1.1584,1.1473,1.1555,,1258.7,365967,1237.2,1261.5,1236.3
,7/19/2017,1.16,,1.1556,1.1558,1.151,1.1516,,1252.8,361421,1261.4,1265,1245.7
,7/20/2017,1.16,,1.1515,1.1655,1.148,1.1631,,1253.6,210569,1246.8,1256.4,1246.1
,7/21/2017,1.16,,1.163,1.1683,1.162,1.1665,,1261.4,201829,1257.5,1262.6,1251.6
,7/22/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/23/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/24/2017,1.16,,1.1665,1.1683,1.1628,1.1644,,1255.5,269982,1260.4,1263.8,1250.5
,7/25/2017,1.16,,1.1643,1.1712,1.163,1.1648,,1253.1,234075,1251.1,1258.8,1247.6
,7/26/2017,1.16,,1.1645,1.1742,1.1614,1.1735,,1259.8,62975,1261.6,1262.8,1256.9
,7/27/2017,1.16,,1.1736,1.1777,1.165,1.1677,,1271.4,14102,1258.6,1272.7,1269.4
,7/28/2017,1.16,,1.1679,1.1765,1.1671,1.175,,1265.7,275724,1270.1,1273.4,1261.8
,7/29/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/30/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/31/2017,1.07,,1.175,1.1846,1.1724,1.1843,,1275.4,193527,1265.7,1276.8,1262
,8/1/2017,1.16,,1.1842,1.1845,1.1787,1.1802,,1270.1,174611,1271.6,1272.8,1263.7
,8/2/2017,1.16,,1.1803,1.1905,1.1795,1.1857,,1280.2,257594,1268,1282.2,1261.3
,8/3/2017,1.16,,1.1858,1.1892,1.183,1.1869,,1282.7,134854,1282.6,1286,1280.2
,8/4/2017,1.16,,1.187,1.1889,1.1728,1.1773,,1297.5,243052,1282.5,1298.8,1282.1
,8/5/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/6/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/7/2017,1.16,,1.1773,1.1814,1.1773,1.1797,,1293.2,212480,1297,1297.6,1285
,8/8/2017,1.16,,1.1795,1.1825,1.1718,1.1751,,1279.5,247460,1289.5,1291.5,1273.5
,8/9/2017,1.16,,1.176,1.1765,1.1689,1.176,,1271.4,212190,1283.5,1284.6,1266.7
,8/10/2017,1.16,,1.1761,1.1785,1.1704,1.1773,,1268.9,168475,1269.7,1272.4,1265.6
,8/11/2017,1.16,,1.1772,1.1847,1.1748,1.1823,,1268.6,171164,1267.7,1271,1260.5
,8/12/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/13/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/14/2017,1.16,,1.1823,1.184,1.1771,1.1782,,1275.9,337298,1268.4,1284.2,1259
,8/15/2017,1.16,,1.1781,1.1793,1.1687,1.1736,,1254.6,238470,1262.7,1268.5,1252.7
,8/16/2017,1.16,,1.1737,1.178,1.1683,1.1767,,1256.5,145249,1255.6,1258.6,1253.2
,8/17/2017,1.16,,1.1766,1.1791,1.1663,1.1724,,1246.7,174183,1255.8,1257.3,1244.3
,8/18/2017,1.16,,1.1723,1.1773,1.1708,1.1762,,1243.5,172002,1245.4,1249.4,1242.4
,8/19/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/20/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/21/2017,1.16,,1.1762,1.1829,1.1731,1.1817,,1245.8,160236,1243.9,1248.8,1241.7
,8/22/2017,1.16,,1.1816,1.1825,1.1745,1.1762,,1249.4,182170,1246.4,1256,1246.4
,8/23/2017,1.16,,1.1764,1.1825,1.1741,1.1807,,1256.4,153529,1250.9,1260,1250.6
,8/24/2017,1.16,,1.1808,1.1821,1.1784,1.18,,1246.4,219105,1258.1,1259,1236.5
,8/25/2017,1.16,,1.1801,1.1943,1.1773,1.1924,,1246.9,204721,1245.2,1253.8,1241.8
,8/26/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/27/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/28/2017,1.16,,1.1924,1.1986,1.1917,1.198,,1249.1,188119,1247.3,1255.7,1246.7
,8/29/2017,1.16,,1.1979,1.207,1.1946,1.1973,,1245.8,260590,1249.6,1253.2,1239.7
,8/30/2017,1.16,,1.1972,1.1986,1.1881,1.1884,,1242.3,210097,1245.2,1248.2,1239
,8/31/2017,1.07,,1.1885,1.1912,1.1824,1.1909,,1219.2,26906,1220.1,1224.6,1220
,9/1/2017,1.16,,1.1908,1.1981,1.1851,1.1863,,1221.7,348799,1223,1228.4,1216.5
,9/2/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,9/3/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,9/4/2017,1.16,,1.1863,1.1924,1.1863,1.1897,,1223.3,185809,1226.5,1229.5,1221.8
,9/5/2017,1.16,,1.1898,1.1942,1.1868,1.1914,,1209.7,310483,1224.6,1228.1,1206.6
,9/6/2017,1.16,,1.1916,1.195,1.1904,1.1917,,1213.2,233437,1212.1,1215,1204
,9/7/2017,1.16,,1.1918,1.2057,1.1914,1.2024,,1214.7,213121,1213.8,1217.1,1207.4
,9/8/2017,1.16,,1.2023,1.2092,1.2017,1.2037,,1219.1,254172,1216.5,1225.2,1212.5
,9/9/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,9/10/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,9/11/2017,1.16,,1.2037,1.2037,1.1947,1.1952,,1217.3,219900,1219.2,1223.6,1215.6
,9/12/2017,1.16,,1.1953,1.1979,1.1926,1.1966,,1227.5,258301,1216.4,1232.7,1214
,9/13/2017,1.16,,1.1967,1.1995,1.1873,1.1885,,1233.7,166096,1228.7,1235.4,1227.5
,9/14/2017,1.16,,1.1886,1.1923,1.184,1.192,,1241.9,245241,1233.3,1244.1,1232.2
,9/15/2017,1.16,,1.1918,1.1986,1.1902,1.1946,,1242,189980,1242,1243.5,1235.1
,9/16/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,9/17/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,9/18/2017,1.16,,1.1946,1.197,1.1916,1.1953,,1245.5,263291,1240.6,1247.2,1234.6
,9/19/2017,1.16,,1.1955,1.2006,1.195,1.1993,,1261,51035,1250.8,1262.1,1249.5
,9/20/2017,1.16,,1.1995,1.2034,1.1862,1.1894,,1260.7,61616,1261.4,1265.1,1258.1
,9/21/2017,1.16,,1.1892,1.1954,1.1865,1.1941,,1258.5,61360,1261.9,1264.2,1255.1
,9/22/2017,1.16,,1.1942,1.2005,1.1937,1.1947,,1255.6,92181,1256.2,1269.8,1249.4
,9/23/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,9/24/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,9/25/2017,1.16,,1.1947,1.1947,1.1832,1.1849,,1266.5,154412,1266.8,1271.3,1260.3
,9/26/2017,1.16,,1.1847,1.1863,1.1759,1.1795,,1275.3,241286,1265,1277,1263.2
,9/27/2017,1.16,,1.1792,1.1797,1.1718,1.1744,,1273.4,158464,1276.3,1277.3,1271.7
,9/28/2017,1.16,,1.1745,1.1804,1.1722,1.1787,,1279.4,206396,1275.6,1280.3,1268.4
,9/29/2017,1.06,,1.1786,1.1832,1.1772,1.1813,,1278.4,204629,1275.2,1279,1268.9
,9/30/2017,1.06,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,10/1/2017,1.06,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,10/2/2017,1.16,,1.1813,1.1813,1.1724,1.1733,,1274.4,198615,1272.6,1277,1262.9
,10/3/2017,1.16,,1.1732,1.1775,1.1697,1.1745,,1264.6,260834,1275.3,1276.5,1259.8
,10/4/2017,1.16,,1.1744,1.1788,1.1736,1.1761,,1264.7,120039,1264.3,1265.6,1261.3
,10/5/2017,1.16,,1.1759,1.178,1.17,1.171,,1262.6,240864,1262.9,1271,1257.1
,10/6/2017,1.16,,1.1716,1.1739,1.167,1.1731,,1279.3,280929,1266.1,1284.7,1265.9
,10/7/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,10/8/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,10/9/2017,1.16,,1.1731,1.1757,1.172,1.1743,,1290.1,257651,1283.2,1293.8,1280.3
,10/10/2017,1.16,,1.1741,1.1825,1.174,1.1807,,1294,259307,1292.5,1298.1,1286.7
,10/11/2017,1.16,,1.1809,1.187,1.1796,1.1859,,1290.4,233106,1296.4,1296.4,1284.2
,10/12/2017,1.16,,1.186,1.1882,1.1827,1.1831,,1279.7,278698,1287,1287.7,1272.7
,10/13/2017,1.16,,1.183,1.1876,1.1805,1.1821,,1282.9,268454,1276.9,1289.5,1273.2
,10/14/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,10/15/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,10/16/2017,1.16,,1.1821,1.1821,1.1782,1.1798,,1292.4,316050,1290,1296,1286.4
,10/17/2017,1.16,,1.1796,1.1802,1.1737,1.1765,,1291.6,379352,1293.8,1306.9,1289.1
,10/18/2017,1.16,,1.1768,1.1806,1.173,1.1786,,1296.7,254319,1289.1,1299.7,1286.2
,10/19/2017,1.16,,1.1788,1.1859,1.1768,1.1852,,1291,259806,1297.1,1298.1,1287
,10/20/2017,1.16,,1.1853,1.1858,1.1764,1.1783,,1294.7,226744,1290.4,1297,1287.9
,10/21/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,10/22/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,10/23/2017,1.16,,1.1783,1.1783,1.1725,1.175,,1292,237998,1296,1296.8,1289.3
,10/24/2017,1.16,,1.1749,1.1793,1.1743,1.1761,,1297.9,350288,1291.3,1301.4,1281.3
,10/25/2017,1.16,,1.1763,1.1819,1.1752,1.1812,,1315.3,310489,1297.6,1317.8,1297
,10/26/2017,1.16,,1.1814,1.1838,1.1642,1.1652,,1318.9,444146,1320.5,1331.9,1310.6
,10/27/2017,1.16,,1.1651,1.1659,1.1575,1.1609,,1314.1,301091,1314.8,1319.3,1310.1
,10/28/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,10/29/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,10/30/2017,1.16,,1.1609,1.166,1.1598,1.165,,1322.2,359132,1314.1,1329,1302.3
,10/31/2017,1.07,,1.1652,1.1662,1.1624,1.1647,,1330.4,52922,1339.7,1343.5,1330.4
,11/1/2017,1.16,,1.1645,1.1658,1.1606,1.1621,,1344.5,546280,1339.8,1349.7,1331.1
,11/2/2017,1.16,,1.1619,1.1687,1.1614,1.1658,,1339,297521,1345,1347.7,1336.4
,11/3/2017,1.16,,1.166,1.1689,1.16,1.1609,,1350.3,354009,1339,1355.5,1337.2
,11/4/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,11/5/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,11/6/2017,1.16,,1.1609,1.1624,1.1581,1.1609,,1351.2,377234,1354,1362.4,1347.1
,11/7/2017,1.16,,1.1611,1.1617,1.1556,1.1586,,1335.7,292049,1341.5,1344.6,1330.6
,11/8/2017,1.16,,1.1587,1.161,1.158,1.1596,,1332.7,281134,1331.7,1336.3,1326.7
,11/9/2017,1.16,,1.1595,1.1654,1.1585,1.1642,,1328,298024,1336.2,1340.5,1324.5
,11/10/2017,1.16,,1.1665,1.1665,1.1665,1.1665,,1329.3,327600,1327.6,1334.9,1319.5
,11/11/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,11/12/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,11/13/2017,1.16,,1.1643,1.1676,1.1638,1.1668,,1325.2,313245,1333.7,1338.2,1323
,11/14/2017,1.16,,1.1666,1.1806,1.1662,1.1799,,1310.8,259701,1324,1324,1308.1
,11/15/2017,1.16,,1.1798,1.1861,1.1785,1.179,,1310.6,268037,1310.5,1315.3,1308.7
,11/16/2017,1.16,,1.1792,1.1802,1.1758,1.177,,1316.4,343639,1314.7,1319.8,1299.5
,11/17/2017,1.16,,1.1771,1.1822,1.1765,1.1792,,1294.8,388118,1304.8,1305,1291.2
,11/18/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,11/19/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,11/20/2017,1.16,,1.1792,1.1808,1.1725,1.1732,,1297.5,256421,1294.1,1301.9,1294.1
,11/21/2017,1.16,,1.1735,1.1758,1.1713,1.1738,,1311.5,357294,1301.5,1315.8,1291.7
,11/22/2017,1.16,,1.174,1.1827,1.1732,1.1824,,1301.7,376702,1314.2,1317.1,1295
,11/23/2017,1.16,,1.1822,1.1857,1.1813,1.1849,,1287.8,364084,1297.3,1299.2,1284.1
,11/24/2017,1.16,,1.1851,1.1945,1.1837,1.1931,,1288.7,279916,1285.1,1291.6,1280.4
,11/25/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,11/26/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,11/27/2017,1.16,,1.1931,1.1962,1.1896,1.19,,1284.8,280671,1290.1,1293.2,1278.2
,11/28/2017,1.16,,1.1898,1.192,1.1828,1.1842,,1275.8,267375,1282.2,1282.8,1272
,11/29/2017,1.16,,1.1843,1.1884,1.1819,1.1849,,1274.6,202951,1273.1,1277.4,1271
,11/30/2017,1.07,,1.1848,1.1931,1.1809,1.1904,,1276.8,266333,1274.5,1285,1273.1
,12/1/2017,1.16,,1.1905,1.1942,1.1851,1.1896,,1273.2,217774,1277.5,1281.6,1268.5
,12/2/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,12/3/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,12/4/2017,1.16,,1.1896,1.1896,1.183,1.1865,,1274.9,361565,1270.6,1279.2,1262.8
,12/5/2017,1.16,,1.1865,1.1879,1.1801,1.1825,,1285,195058,1278.6,1288,1277.7
,12/6/2017,1.16,,1.1826,1.1848,1.1781,1.1798,,1293.8,308402,1286.8,1296.7,1284.6
,12/7/2017,1.16,,1.1797,1.1812,1.1771,1.1773,,1288.9,258782,1290.7,1295.9,1286.8
,12/8/2017,1.16,,1.1775,1.1778,1.173,1.1773,,1296.5,239955,1294.6,1299.8,1291.8
,12/9/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,12/10/2017,1.16,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,12/11/2017,1.16,,1.1773,1.1812,1.1764,1.177,,1304.6,290549,1296,1306.4,1292.9
,12/12/2017,1.17,,1.1768,1.1793,1.1718,1.1743,,1303,265876,1306,1308.4,1292.5
,12/13/2017,1.17,,1.1744,1.1832,1.1729,1.1826,,1286.2,328145,1297.2,1298.4,1283.2
,12/14/2017,1.41,,1.1825,1.1864,1.177,1.1778,,1283,250218,1286.9,1290.8,1278.6
,12/15/2017,1.41,,1.178,1.1812,1.1747,1.1747,,1290,345419,1282.8,1292.8,1277.6
,12/16/2017,1.41,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,12/17/2017,1.41,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,12/18/2017,1.42,,1.1747,1.1834,1.1743,1.1782,,1280.5,308883,1292,1292.9,1279.3
,12/19/2017,1.42,,1.1781,1.185,1.1777,1.184,,1280.9,276923,1281.5,1284.7,1273.6
,12/20/2017,1.42,,1.1841,1.1903,1.1828,1.1872,,1278.3,262004,1283.9,1285.3,1274.8
,12/21/2017,1.42,,1.187,1.189,1.1849,1.1876,,1279,368454,1278,1281.3,1272
,12/22/2017,1.42,,1.1873,1.1878,1.1819,1.1862,,1269.6,377535,1278.6,1283.8,1266.4
,12/23/2017,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,12/24/2017,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,12/25/2017,1.42,,1.1862,1.1904,1.1845,1.1876,,1271.8,352515,1268,1275.2,1263.8
,12/26/2017,1.42,,1.187,1.188,1.1846,1.1859,,1277.7,253987,1274.3,1279.9,1269.8
,12/27/2017,1.42,,1.186,1.191,1.1854,1.1888,,1270.5,264613,1277.6,1279.1,1268.3
,12/28/2017,1.42,,1.1887,1.1961,1.1887,1.1943,,1277.3,376514,1271.8,1281.9,1268.5
,12/29/2017,1.33,,1.1944,1.2026,1.1937,1.2003,,1278.1,374063,1275.2,1285.1,1274
,12/30/2017,1.33,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,12/31/2017,1.33,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,1/1/2018,1.33,,1.2003,1.202,1.1994,1.2006,,1269.2,361591,1277.5,1281.2,1265.9
,1/2/2018,1.42,,1.2009,1.2083,1.2006,1.2061,,1281.6,340658,1270.7,1283.9,1266.4
