Fed insterest rate,DATE,DFF,Euro exchange rates, Open, High, Low, Close,gold,Close/Last,Volume,Open,High,Low
,1/3/2018,1.42,,1.206,1.2068,1.2004,1.2013,,1275.8,327931,1282.6,1282.8,1272.3
,1/4/2018,1.42,,1.1997,1.2089,1.1997,1.2067,,1283.7,346077,1276.4,1288.1,1276.1
,1/5/2018,1.42,,1.2068,1.2084,1.2012,1.2031,,1287.5,20559,1286,1287.7,1285.4
,1/6/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,1/7/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,1/8/2018,1.42,,1.2031,1.2053,1.1957,1.1967,,1274.2,342281,1286,1287.7,1273.6
,1/9/2018,1.42,,1.1968,1.1977,1.1917,1.1937,,1278.9,213187,1275.3,1279.9,1274.4
,1/10/2018,1.42,,1.1939,1.2019,1.1924,1.1948,,1282.9,342150,1278.9,1283.8,1269.7
,1/11/2018,1.42,,1.1947,1.206,1.193,1.2033,,1277.7,417251,1280.7,1290,1276.5
,1/12/2018,1.42,,1.2032,1.2214,1.203,1.22,,1278.2,268021,1278,1281.8,1274.9
,1/13/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,1/14/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,1/15/2018,1.42,,1.22,1.2297,1.2188,1.2264,,1296.5,368094,1278.8,1297.5,1278.1
,1/16/2018,1.42,,1.2266,1.2284,1.2195,1.2259,,1275.3,399552,1294.1,1295.1,1274.1
,1/17/2018,1.42,,1.2261,1.2324,1.2179,1.2188,,1281.7,315463,1276.6,1284.5,1275.8
,1/18/2018,1.42,,1.2186,1.2266,1.2167,1.2239,,1296.8,5008,1296.1,1296.4,1293.7
,1/19/2018,1.42,,1.224,1.2296,1.2215,1.222,,1291.8,83375,1296.1,1297.6,1289.5
,1/20/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,1/21/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,1/22/2018,1.42,,1.222,1.2268,1.2215,1.2262,,1298.9,143791,1292,1303.4,1290.7
,1/23/2018,1.42,,1.2264,1.2307,1.2224,1.2297,,1299.2,224246,1298.8,1301.3,1294.5
,1/24/2018,1.42,,1.2296,1.2415,1.2291,1.2409,,1286.2,370799,1298,1300.4,1285.1
,1/25/2018,1.42,,1.2408,1.2535,1.2366,1.2396,,1276.7,331729,1286.9,1288.4,1273.1
,1/26/2018,1.42,,1.2397,1.2493,1.2371,1.2427,,1282.3,421344,1277.9,1292.5,1274.2
,1/27/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,1/28/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,1/29/2018,1.42,,1.2427,1.2433,1.2337,1.2383,,1277.7,250246,1277.6,1280.5,1273.5
,1/30/2018,1.42,,1.2385,1.2454,1.2337,1.2404,,1264.9,311493,1279.1,1279.8,1263.2
,1/31/2018,1.34,,1.2409,1.2475,1.2388,1.2413,,1266.1,239509,1268.3,1271.8,1264.8
,2/1/2018,1.42,,1.2414,1.2523,1.2387,1.2507,,1253.1,305430,1265.2,1266.8,1245.8
,2/2/2018,1.42,,1.251,1.2519,1.241,1.2458,,1248.4,270293,1249.5,1254.4,1244.4
,2/3/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,2/4/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,2/5/2018,1.42,,1.2458,1.2476,1.2364,1.2368,,1246.9,185028,1249.2,1253.4,1242.4
,2/6/2018,1.42,,1.2366,1.2433,1.2314,1.2378,,1241.7,216831,1243.9,1247.9,1238.3
,2/7/2018,1.42,,1.2377,1.2407,1.2247,1.2265,,1248.6,296022,1246.3,1259.7,1242.3
,2/8/2018,1.42,,1.2266,1.2294,1.2213,1.2248,,1257.1,252441,1258.1,1261.6,1252.8
,2/9/2018,1.42,,1.2247,1.2287,1.2206,1.2251,,1257.5,230959,1255.5,1264.5,1255.2
,2/10/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,2/11/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,2/12/2018,1.42,,1.2251,1.2297,1.2235,1.2292,,1265.5,202834,1257.8,1267,1255.3
,2/13/2018,1.42,,1.2293,1.2371,1.2285,1.2353,,1264.2,196646,1265.4,1268.6,1262.3
,2/14/2018,1.42,,1.2351,1.2466,1.2276,1.2451,,1269.6,198670,1264.8,1271.4,1264.4
,2/15/2018,1.42,,1.245,1.251,1.2449,1.2507,,1270.6,188932,1268.8,1272.5,1266
,2/16/2018,1.42,,1.2506,1.2556,1.2395,1.2409,,1278.8,180314,1270.3,1280.4,1268.4
,2/17/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,2/18/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,2/19/2018,1.42,,1.2409,1.2436,1.2369,1.2407,,1287.5,130981,1279,1288.4,1277.7
,2/20/2018,1.42,,1.2408,1.2413,1.2321,1.2338,,1291.4,193217,1287.8,1293.2,1286
,2/21/2018,1.42,,1.2336,1.2361,1.2282,1.2286,,1297.2,213624,1292,1297.3,1290.5
,2/22/2018,1.42,,1.2283,1.2352,1.226,1.2331,,1309.3,226714,1297.5,1309.8,1296.1
,2/23/2018,1.42,,1.2328,1.2337,1.228,1.2297,,1316.1,269072,1305.3,1320.4,1304.6
,2/24/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,2/25/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,2/26/2018,1.42,,1.2297,1.2355,1.2279,1.2318,,1318.5,342866,1319,1323,1308.9
,2/27/2018,1.42,,1.2316,1.2347,1.2223,1.2232,,1321.6,350803,1315.5,1327.3,1307.1
,2/28/2018,1.35,,1.2233,1.2242,1.2188,1.2193,,1322.3,322422,1324.4,1324.7,1314.6
,3/1/2018,1.42,,1.2195,1.2272,1.2155,1.2268,,1320.4,238332,1321.8,1323,1315.7
,3/2/2018,1.42,,1.2267,1.2337,1.2251,1.2321,,1313.7,321636,1321.2,1321.4,1309.5
,3/3/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,3/4/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,3/5/2018,1.42,,1.2321,1.2349,1.227,1.2335,,1319.3,382605,1313.3,1328.6,1308.9
,3/6/2018,1.42,,1.2337,1.2421,1.2329,1.2404,,1322.5,254541,1317.5,1324.7,1316.1
,3/7/2018,1.42,,1.2406,1.2446,1.2386,1.241,,1334.9,44651,1337.3,1342.4,1334.9
,3/8/2018,1.42,,1.2412,1.2447,1.2299,1.2312,,1337.1,472155,1340.9,1345,1332.1
,3/9/2018,1.42,,1.2311,1.2334,1.2273,1.2307,,1339.2,358312,1339,1344.5,1326.6
,3/10/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,3/11/2018,1.42,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,3/12/2018,1.42,,1.2307,1.2347,1.229,1.2336,,1327.2,305093,1327.4,1333.3,1324.3
,3/13/2018,1.42,,1.2334,1.2409,1.2314,1.2391,,1333.1,268077,1327,1338.2,1326.6
,3/14/2018,1.42,,1.2388,1.2413,1.2348,1.2369,,1331.9,325008,1334,1335.8,1328
,3/15/2018,1.43,,1.2369,1.2385,1.2301,1.2306,,1336.7,354786,1333,1341.5,1330.7
,3/16/2018,1.43,,1.2305,1.2336,1.2262,1.229,,1361.4,147749,1346.2,1366.8,1344.1
,3/17/2018,1.43,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,3/18/2018,1.43,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,3/19/2018,1.43,,1.229,1.236,1.2259,1.2335,,1368,140915,1362.7,1370.5,1346.2
,3/20/2018,1.44,,1.2336,1.2355,1.224,1.2241,,1357.2,139946,1352.7,1361,1348.6
,3/21/2018,1.44,,1.2242,1.235,1.2241,1.2337,,1345.1,224553,1353.7,1356.3,1340.9
,3/22/2018,1.68,,1.234,1.2389,1.2285,1.2304,,1340,394887,1344,1352.5,1337.5
,3/23/2018,1.68,,1.2302,1.2373,1.2301,1.2355,,1343.1,365063,1341.8,1351,1335.5
,3/24/2018,1.68,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,3/25/2018,1.68,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,3/26/2018,1.68,,1.2355,1.2463,1.2351,1.2446,,1347.9,301115,1348.2,1354.3,1340.2
,3/27/2018,1.68,,1.2441,1.2476,1.2373,1.2405,,1337.3,416513,1352.2,1353.3,1330.1
,3/28/2018,1.68,,1.2403,1.2423,1.23,1.2309,,1336.5,298950,1334.6,1344.8,1331.6
,3/29/2018,1.68,,1.2308,1.2336,1.2284,1.2301,,1329.5,457363,1343.1,1349.3,1322.8
,3/30/2018,1.67,,1.2302,1.2332,1.2294,1.2324,,1314.6,335680,1326.6,1334.8,1313.5
,3/31/2018,1.67,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,4/1/2018,1.67,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,4/2/2018,1.68,,1.2324,1.2345,1.2284,1.2303,,1319,349123,1320.7,1324.5,1309
,4/3/2018,1.69,,1.2306,1.2335,1.2254,1.227,,1315.7,306980,1321,1325,1313.2
,4/4/2018,1.69,,1.2272,1.2314,1.2256,1.2277,,1326.4,203283,1317.1,1330,1316.3
,4/5/2018,1.69,,1.228,1.2291,1.2219,1.2242,,1330.4,192998,1325,1333.5,1323.7
,4/6/2018,1.69,,1.2241,1.2291,1.2216,1.2283,,1358,405262,1331.9,1358.6,1319.1
,4/7/2018,1.69,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,4/8/2018,1.69,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,4/9/2018,1.69,,1.2283,1.2331,1.2261,1.2323,,1355.3,251537,1353,1359.8,1350.8
,4/10/2018,1.69,,1.2321,1.2377,1.2304,1.2355,,1356.2,21489,1350.2,1356.2,1349.5
,4/11/2018,1.69,,1.2357,1.2396,1.2348,1.2369,,1331.2,357520,1348.9,1354,1330.6
,4/12/2018,1.69,,1.2367,1.2381,1.23,1.2327,,1332.1,244241,1331.2,1338.5,1324.4
,4/13/2018,1.69,,1.2329,1.2348,1.2308,1.233,,1332.7,201972,1326.2,1334.4,1322.9
,4/14/2018,1.69,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,4/15/2018,1.69,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,4/16/2018,1.69,,1.233,1.2395,1.2326,1.2381,,1330.3,165052,1333.7,1334.2,1327.7
,4/17/2018,1.69,,1.238,1.2414,1.2336,1.2369,,1332.8,237905,1330.4,1342.9,1328
,4/18/2018,1.69,,1.237,1.2398,1.2344,1.2375,,1315.5,710,1331.7,1332.6,1312.7
,4/19/2018,1.69,,1.2374,1.2402,1.2329,1.2345,,1317.9,251263,1318.9,1323.7,1316.7
,4/20/2018,1.7,,1.2346,1.2353,1.2251,1.2288,,1305.2,395651,1319.3,1322.3,1303.6
,4/21/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,4/22/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,4/23/2018,1.7,,1.2288,1.229,1.2199,1.2208,,1323.4,256112,1318,1326.6,1316.2
,4/24/2018,1.7,,1.221,1.2246,1.2183,1.2232,,1319.9,215468,1324.9,1328.9,1318.3
,4/25/2018,1.7,,1.2233,1.2241,1.2161,1.2161,,1335.2,269691,1321,1339.9,1320.8
,4/26/2018,1.7,,1.2162,1.2209,1.2096,1.2104,,1327.6,297281,1339.5,1342,1323
,4/27/2018,1.7,,1.2103,1.2134,1.2057,1.213,,1321.7,241811,1326.2,1329.8,1319.6
,4/28/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,4/29/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,4/30/2018,1.69,,1.213,1.2141,1.2065,1.2079,,1324,336571,1322.7,1325.9,1313.2
,5/1/2018,1.7,,1.2081,1.2086,1.1983,1.1991,,1320.8,214392,1324.1,1325,1315.3
,5/2/2018,1.7,,1.1992,1.2032,1.1939,1.1949,,1327.1,321790,1323.3,1328.8,1313.8
,5/3/2018,1.7,,1.195,1.2008,1.1947,1.1987,,1325.6,247027,1326.7,1330.5,1321.7
,5/4/2018,1.7,,1.199,1.1998,1.1912,1.1963,,1317.8,241746,1324.7,1328.1,1314.9
,5/5/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,5/6/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,5/7/2018,1.7,,1.1963,1.1981,1.1899,1.1923,,1312.3,277568,1316.8,1321.8,1309.5
,5/8/2018,1.7,,1.1922,1.194,1.184,1.1864,,1317.8,283944,1312.9,1319.6,1307.4
,5/9/2018,1.7,,1.1865,1.1898,1.1823,1.1852,,1311.9,281146,1316.5,1318.1,1306.6
,5/10/2018,1.7,,1.1849,1.1947,1.1844,1.1917,,1321.5,451237,1310.6,1336.9,1309.5
,5/11/2018,1.7,,1.1914,1.1968,1.1891,1.1942,,1333.2,70121,1338,1340.8,1330.3
,5/12/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,5/13/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,5/14/2018,1.7,,1.1942,1.1998,1.1926,1.1928,,1355.7,124800,1335.5,1356.3,1334.7
,5/15/2018,1.7,,1.1927,1.194,1.1822,1.1837,,1360.9,187073,1350.6,1361.8,1349.2
,5/16/2018,1.7,,1.1838,1.1854,1.1764,1.1806,,1347.9,24159,1351.1,1352.2,1347.9
,5/17/2018,1.7,,1.1808,1.1839,1.1778,1.1793,,1330,358319,1351.1,1352.2,1327.7
,5/18/2018,1.7,,1.1795,1.1824,1.1749,1.177,,1327.3,235348,1329.3,1332.6,1325.4
,5/19/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,5/20/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,5/21/2018,1.7,,1.177,1.1797,1.1717,1.179,,1352.9,4979,1336.3,1355.1,1335.1
,5/22/2018,1.7,,1.1791,1.1829,1.1759,1.178,,1337.3,276654,1345,1346.6,1332.7
,5/23/2018,1.7,,1.1779,1.179,1.1678,1.1699,,1340.2,334886,1336.7,1352.5,1335.2
,5/24/2018,1.7,,1.1697,1.175,1.1691,1.1722,,1328.5,266243,1337.1,1338.7,1326
,5/25/2018,1.7,,1.1721,1.1733,1.1644,1.1644,,1336.1,361181,1329.7,1339.1,1322.6
,5/26/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,5/27/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,5/28/2018,1.7,,1.1644,1.1729,1.1607,1.1624,,1340.1,222038,1338,1341.5,1330.1
,5/29/2018,1.7,,1.1626,1.1641,1.151,1.1541,,1345.9,278138,1339.8,1346.2,1334.2
,5/30/2018,1.7,,1.154,1.1677,1.1519,1.1665,,1360,467541,1343.1,1369.4,1342.5
,5/31/2018,1.7,,1.1661,1.1724,1.1643,1.1693,,1341.9,374672,1356.3,1356.7,1336.7
,6/1/2018,1.7,,1.1692,1.1718,1.162,1.1659,,1347.9,253937,1337.6,1350.3,1335.5
,6/2/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/3/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/4/2018,1.7,,1.1659,1.1745,1.1659,1.1699,,1350.7,258382,1349.8,1353.5,1342.8
,6/5/2018,1.7,,1.1701,1.1732,1.1654,1.172,,1349.5,267744,1349.1,1352.2,1340.2
,6/6/2018,1.7,,1.1718,1.1797,1.1712,1.1775,,1353.5,298749,1350.4,1359,1345
,6/7/2018,1.7,,1.1773,1.1841,1.1772,1.18,,1348.8,325544,1352.4,1357.7,1343.2
,6/8/2018,1.7,,1.1799,1.1811,1.1727,1.177,,1338.3,269829,1348.5,1348.9,1337
,6/9/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/10/2018,1.7,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/11/2018,1.7,,1.177,1.1822,1.177,1.1784,,1324,276592,1336.2,1337.6,1323.8
,6/12/2018,1.7,,1.1785,1.1809,1.1735,1.1744,,1333,267707,1326.1,1334.5,1323.6
,6/13/2018,1.7,,1.1745,1.1802,1.1727,1.179,,1322.8,256659,1332,1333.8,1320.2
,6/14/2018,1.9,,1.1791,1.1851,1.1564,1.1568,,1317.9,285847,1324.2,1328,1316.2
,6/15/2018,1.9,,1.1567,1.1627,1.1543,1.1608,,1323.4,232724,1318,1326.4,1315.8
,6/16/2018,1.9,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/17/2018,1.9,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/18/2018,1.9,,1.1608,1.1625,1.1565,1.1623,,1319.2,287438,1324,1325.9,1310.7
,6/19/2018,1.91,,1.1623,1.1645,1.1531,1.1588,,1306.8,267336,1316,1317.4,1302.3
,6/20/2018,1.92,,1.1589,1.1602,1.1541,1.1577,,1305.6,350840,1304.4,1314.9,1304.3
,6/21/2018,1.92,,1.1575,1.1635,1.151,1.1603,,1312.7,297240,1305.5,1319,1305.2
,6/22/2018,1.92,,1.1605,1.1677,1.1601,1.1656,,1314.7,299809,1312.8,1316.9,1308.5
,6/23/2018,1.92,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/24/2018,1.92,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,6/25/2018,1.92,,1.1656,1.1715,1.1628,1.1704,,1314.1,230426,1316.3,1320.1,1310.6
,6/26/2018,1.92,,1.1705,1.1721,1.1636,1.1648,,1313.7,398268,1314.1,1318.5,1306.2
,6/27/2018,1.91,,1.1649,1.1674,1.1542,1.1554,,1313,372491,1315.3,1317.8,1304.2
,6/28/2018,1.91,,1.1555,1.1599,1.1527,1.1568,,1322.3,362491,1312.8,1323.4,1310.6
,6/29/2018,1.91,,1.157,1.1691,1.1559,1.1683,,1320.7,259923,1321.8,1326.3,1317
,6/30/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/1/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/2/2018,1.91,,1.1683,1.1683,1.1591,1.1641,,1318.2,235892,1318.3,1322.4,1312.8
,7/3/2018,1.91,,1.1639,1.1674,1.1621,1.1661,,1290.3,461831,1313.2,1314.7,1288.2
,7/4/2018,1.91,,1.1658,1.1683,1.163,1.1657,,1291.5,321197,1290.1,1296.4,1285.7
,7/5/2018,1.91,,1.1658,1.1722,1.1649,1.1692,,1289.4,289678,1290.2,1294,1284
,7/6/2018,1.91,,1.1691,1.1767,1.168,1.1744,,1291.3,254923,1290,1293.7,1285.1
,7/7/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/8/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/9/2018,1.91,,1.1744,1.1791,1.1732,1.1732,,1290.9,313755,1290.3,1292.7,1281.2
,7/10/2018,1.91,,1.1752,1.1764,1.1692,1.1744,,1297.4,42154,1298.2,1301.3,1292.8
,7/11/2018,1.91,,1.1745,1.1758,1.1665,1.1674,,1294.8,61616,1295.9,1303.8,1292
,7/12/2018,1.91,,1.1678,1.1697,1.165,1.167,,1309.8,99686,1298,1311.8,1297.4
,7/13/2018,1.91,,1.1672,1.1688,1.1614,1.1684,,1309,61195,1305.7,1309,1299.9
,7/14/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/15/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/16/2018,1.91,,1.1684,1.1726,1.1676,1.1711,,1304.1,348290,1302.2,1311.3,1296.6
,7/17/2018,1.91,,1.1712,1.1745,1.165,1.1663,,1306.5,320122,1303.1,1308.8,1300
,7/18/2018,1.91,,1.1661,1.1666,1.1603,1.1641,,1304.7,293132,1306,1311.5,1301
,7/19/2018,1.91,,1.1638,1.1676,1.1576,1.1643,,1299.3,308394,1303,1304.8,1293.1
,7/20/2018,1.91,,1.1642,1.174,1.1627,1.1722,,1297.3,209443,1296.7,1302.3,1293.8
,7/21/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/22/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/23/2018,1.91,,1.1722,1.1751,1.1681,1.1693,,1302.2,257770,1296.4,1304.8,1293.5
,7/24/2018,1.91,,1.1692,1.1718,1.1656,1.1684,,1301.4,239391,1300.6,1306.1,1297.7
,7/25/2018,1.91,,1.1687,1.174,1.1664,1.1728,,1303,239302,1300.9,1307.8,1299
,7/26/2018,1.91,,1.1729,1.1744,1.1641,1.1643,,1302.7,211335,1301.3,1304.8,1296
,7/27/2018,1.91,,1.1643,1.1665,1.1622,1.1656,,1303.2,206333,1303.5,1307,1297.8
,7/28/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/29/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,7/30/2018,1.91,,1.1656,1.1721,1.1648,1.1706,,1299.4,227402,1304.5,1304.8,1296.3
,7/31/2018,1.91,,1.1704,1.1746,1.1687,1.169,,1301.3,254837,1299.6,1305.2,1294.5
,8/1/2018,1.91,,1.1691,1.1701,1.1658,1.1662,,1308.3,332112,1303.1,1313,1301
,8/2/2018,1.91,,1.166,1.1668,1.1583,1.1585,,1278.5,495364,1305.9,1306.7,1277.9
,8/3/2018,1.91,,1.1586,1.161,1.1559,1.1567,,1280.1,180772,1281.1,1284.9,1279.5
,8/4/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/5/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/6/2018,1.91,,1.1567,1.157,1.153,1.1555,,1278.6,272942,1280.7,1286.8,1272.6
,8/7/2018,1.91,,1.1554,1.1609,1.1549,1.16,,1274.5,223323,1277.3,1278.6,1269.6
,8/8/2018,1.91,,1.1599,1.1628,1.1574,1.1609,,1270.5,268481,1269.7,1272.3,1262.4
,8/9/2018,1.91,,1.1611,1.1621,1.1525,1.1525,,1270.7,177199,1268.6,1273.1,1268.4
,8/10/2018,1.91,,1.1527,1.1538,1.1387,1.1412,,1268.9,191258,1272.2,1274.4,1265.5
,8/11/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/12/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/13/2018,1.91,,1.1412,1.1434,1.1365,1.141,,1259.9,243918,1267.3,1269.4,1256.4
,8/14/2018,1.91,,1.1409,1.1429,1.1332,1.1343,,1256.1,250008,1260.5,1261.9,1252.2
,8/15/2018,1.91,,1.1345,1.1356,1.1301,1.1346,,1251,234981,1253.6,1255.8,1247.2
,8/16/2018,1.92,,1.1344,1.1409,1.1337,1.1378,,1254.5,221077,1249.5,1257.1,1246.9
,8/17/2018,1.92,,1.1377,1.1446,1.1366,1.1438,,1241.7,251533,1253.4,1255.6,1240.6
,8/18/2018,1.92,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/19/2018,1.92,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/20/2018,1.92,,1.1438,1.1486,1.1396,1.1483,,1253.5,145678,1253.5,1262.4,1238.8
,8/21/2018,1.92,,1.1482,1.1602,1.1481,1.157,,1258.8,372468,1257.7,1262.4,1252.2
,8/22/2018,1.92,,1.1572,1.1623,1.1554,1.1599,,1255.8,195750,1258.4,1260.2,1253.7
,8/23/2018,1.92,,1.1597,1.1601,1.153,1.1543,,1259.6,231724,1255.7,1266.9,1255.7
,8/24/2018,1.92,,1.1542,1.164,1.1535,1.1622,,1255.4,266748,1258.5,1261,1247.7
,8/25/2018,1.92,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/26/2018,1.92,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,8/27/2018,1.92,,1.1622,1.1695,1.1596,1.1678,,1244.4,293555,1256.7,1257.3,1241.7
,8/28/2018,1.92,,1.168,1.1733,1.1663,1.1695,,1246.6,216104,1242.3,1248.8,1241.4
,8/29/2018,1.92,,1.1697,1.1711,1.1652,1.1708,,1241.2,248662,1247.7,1248.5,1236.2
,8/30/2018,1.92,,1.1709,1.1719,1.1643,1.1669,,1239.7,178908,1241,1245.8,1238.3
,8/31/2018,1.91,,1.167,1.169,1.1585,1.1603,,1227.3,304251,1240.8,1245.1,1225.9
,9/1/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,9/2/2018,1.91,,#N/A,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A
,9/3/2018,1.91,,1.1603,1.1628,1.1589,1.162,,1227.9,272126,1227,1229.1,1220.9
,9/4/2018,1.92,,1.1618,1.1629,1.153,1.1583,,1224,414022,1227.3,1229.6,1210.7
,9/5/2018,1.92,,1.1582,1.1641,1.1543,1.1629,,1231.1,342215,1222.9,1232.4,1215.3
